routes_id,latitude,longitude,central_park,routes_status_code,uber_pool_distance,uber_pool_duration,uber_pool_high_estimate,uber_pool_low_estimate,uber_x_distance,uber_x_duration,uber_x_high_estimate,uber_x_low_estimate
44500,40.7297,-73.9999,"(40.7829, -73.9654)",200.0,4.87,1800.0,22.0,21.0,4.87,1800.0,32.0,25.0
44501,40.8142,-73.9598,"(40.7829, -73.9654)",200.0,3.06,540.0,12.0,11.0,3.06,540.0,15.0,12.0
44502,40.8021,-73.9669,"(40.7829, -73.9654)",200.0,1.81,480.0,9.0,8.0,1.81,480.0,11.0,8.0
44503,40.7077,-74.0166,"(40.7829, -73.9654)",200.0,9.0,1920.0,30.0,29.0,9.0,1920.0,44.0,35.0
44504,40.7825,-73.9803,"(40.7829, -73.9654)",200.0,1.17,300.0,10.0,8.0,1.17,300.0,9.0,7.0
44505,40.7277,-74.0,"(40.7829, -73.9654)",200.0,5.08,1860.0,23.0,22.0,5.08,1860.0,38.0,30.0
44506,40.7728,-73.95,"(40.7829, -73.9654)",200.0,1.39,420.0,10.0,8.0,1.39,420.0,11.0,8.0
44507,40.7601,-73.99,"(40.7829, -73.9654)",200.0,2.89,720.0,12.0,11.0,2.89,720.0,16.0,12.0
44508,40.7596,-73.9891,"(40.7829, -73.9654)",200.0,2.95,840.0,13.0,12.0,2.95,840.0,17.0,13.0
44509,40.7767,-73.9591,"(40.7829, -73.9654)",200.0,0.73,240.0,10.0,8.0,0.73,240.0,11.0,8.0
44510,40.7678,-73.9916,"(40.7829, -73.9654)",200.0,2.31,600.0,10.0,9.0,2.31,600.0,14.0,10.0
44511,40.79,-73.9418,"(40.7829, -73.9654)",200.0,1.94,480.0,9.0,8.0,1.94,480.0,13.0,10.0
44512,40.7723,-73.9481,"(40.7829, -73.9654)",200.0,1.49,420.0,10.0,8.0,1.49,420.0,11.0,8.0
44513,40.7295,-73.9847,"(40.7829, -73.9654)",200.0,4.63,1860.0,22.0,21.0,4.63,1860.0,32.0,25.0
44514,40.7556,-73.9668,"(40.7829, -73.9654)",200.0,2.72,780.0,12.0,11.0,2.72,780.0,16.0,13.0
44515,40.6958,-73.9282,"(40.7829, -73.9654)",200.0,10.46,3000.0,37.0,29.0,10.46,3000.0,57.0,46.0
44516,40.7716,-73.981,"(40.7829, -73.9654)",200.0,1.45,420.0,10.0,8.0,1.45,420.0,9.0,7.0
44517,40.7834,-73.9467,"(40.7829, -73.9654)",200.0,1.49,360.0,10.0,8.0,1.49,360.0,9.0,6.0
44518,40.7343,-73.982,"(40.7829, -73.9654)",200.0,4.77,1680.0,21.0,20.0,4.77,1680.0,36.0,28.0
44519,40.7971,-73.9388,"(40.7829, -73.9654)",200.0,2.44,720.0,12.0,11.0,2.44,720.0,15.0,12.0
44520,40.6988,-73.9939,"(40.7829, -73.9654)",200.0,9.52,2100.0,27.0,20.0,9.52,2100.0,46.0,37.0
44521,40.8573,-73.9311,"(40.7829, -73.9654)",200.0,8.2,1140.0,12.0,8.0,8.2,1140.0,22.0,18.0
44522,40.7293,-73.989,"(40.7829, -73.9654)",200.0,5.42,1860.0,23.0,22.0,5.42,1860.0,40.0,31.0
44523,40.8301,-73.8684,"(40.7829, -73.9654)",200.0,7.84,1500.0,19.0,14.0,7.84,1500.0,31.0,24.0
44524,40.7463,-73.9407,"(40.7829, -73.9654)",200.0,4.05,1500.0,21.0,16.0,4.05,1500.0,25.0,20.0
44525,40.7929,-73.9506,"(40.7829, -73.9654)",200.0,1.38,540.0,9.0,8.0,1.38,540.0,11.0,8.0
44526,40.7376,-73.976,"(40.7829, -73.9654)",200.0,4.45,1440.0,19.0,18.0,4.45,1440.0,27.0,21.0
44527,40.7944,-73.9401,"(40.7829, -73.9654)",200.0,2.21,540.0,10.0,9.0,2.21,540.0,14.0,11.0
44528,40.771,-73.9505,"(40.7829, -73.9654)",200.0,1.54,420.0,10.0,8.0,1.54,420.0,11.0,8.0
44529,40.7743,-73.9789,"(40.7829, -73.9654)",200.0,1.25,420.0,10.0,8.0,1.25,420.0,9.0,6.0
44530,40.7231,-73.9938,"(40.7829, -73.9654)",200.0,4.98,1980.0,23.0,22.0,4.98,1980.0,39.0,31.0
44531,40.7684,-73.9616,"(40.7829, -73.9654)",200.0,1.46,420.0,10.0,8.0,1.46,420.0,9.0,6.0
44532,40.7645,-73.984,"(40.7829, -73.9654)",200.0,2.19,600.0,10.0,9.0,2.19,600.0,15.0,11.0
44533,40.7396,-73.9815,"(40.7829, -73.9654)",200.0,3.75,1440.0,18.0,17.0,3.75,1440.0,26.0,21.0
44534,40.7705,-73.9501,"(40.7829, -73.9654)",200.0,1.62,420.0,10.0,8.0,1.62,420.0,11.0,8.0
44535,40.6831,-73.8895,"(40.7829, -73.9654)",200.0,19.2,3420.0,61.0,49.0,19.2,3420.0,81.0,66.0
44536,40.7487,-73.9425,"(40.7829, -73.9654)",200.0,4.3,1680.0,15.0,10.0,4.3,1680.0,31.0,24.0
44537,40.7362,-74.0043,"(40.7829, -73.9654)",200.0,5.66,1740.0,23.0,22.0,5.66,1740.0,34.0,27.0
44538,40.7674,-73.987,"(40.7829, -73.9654)",200.0,2.01,600.0,10.0,9.0,2.01,600.0,13.0,10.0
44539,40.8687,-73.9175,"(40.7829, -73.9654)",200.0,8.05,1740.0,13.0,9.0,8.05,1740.0,24.0,19.0
44540,40.7716,-73.9812,"(40.7829, -73.9654)",200.0,1.46,480.0,10.0,8.0,1.46,480.0,9.0,7.0
44541,40.7752,-73.952,"(40.7829, -73.9654)",200.0,1.11,360.0,10.0,8.0,1.11,360.0,11.0,8.0
44542,40.7058,-74.0171,"(40.7829, -73.9654)",200.0,9.18,1980.0,31.0,30.0,9.18,1980.0,45.0,36.0
44543,40.7891,-73.9486,"(40.7829, -73.9654)",200.0,1.41,420.0,10.0,8.0,1.41,420.0,9.0,6.0
44544,40.6881,-73.9618,"(40.7829, -73.9654)",200.0,10.07,2940.0,38.0,29.0,10.07,2940.0,48.0,38.0
44545,40.7868,-73.9695,"(40.7829, -73.9654)",200.0,0.41,120.0,10.0,8.0,0.41,120.0,9.0,7.0
44546,40.7212,-73.8562,"(40.7829, -73.9654)",200.0,13.74,2760.0,49.0,38.0,13.74,2760.0,55.0,44.0
44547,40.735,-73.9968,"(40.7829, -73.9654)",200.0,4.45,1680.0,21.0,20.0,4.45,1680.0,35.0,28.0
44548,40.6545,-73.9532,"(40.7829, -73.9654)",200.0,13.22,3360.0,31.0,24.0,13.22,3360.0,51.0,41.0
44549,40.715,-74.0154,"(40.7829, -73.9654)",200.0,7.06,1860.0,26.0,25.0,7.06,1860.0,44.0,35.0
44550,40.7064,-74.0157,"(40.7829, -73.9654)",200.0,8.96,1860.0,30.0,29.0,8.96,1860.0,43.0,34.0
44551,40.7518,-73.9944,"(40.7829, -73.9654)",200.0,3.57,900.0,15.0,14.0,3.57,900.0,20.0,16.0
44552,40.7073,-74.0046,"(40.7829, -73.9654)",200.0,7.88,1800.0,27.0,26.0,7.88,1800.0,39.0,31.0
44553,40.708,-74.0149,"(40.7829, -73.9654)",200.0,9.32,1920.0,31.0,30.0,9.32,1920.0,44.0,35.0
44554,40.672,-73.936,"(40.7829, -73.9654)",200.0,12.08,3360.0,21.0,15.0,12.08,3360.0,41.0,32.0
44555,40.8186,-73.9403,"(40.7829, -73.9654)",200.0,3.84,840.0,8.0,5.0,3.84,840.0,19.0,14.0
44556,40.7067,-74.0072,"(40.7829, -73.9654)",200.0,8.3,2040.0,30.0,29.0,8.3,2040.0,50.0,40.0
44557,40.7714,-73.9929,"(40.7829, -73.9654)",200.0,2.28,600.0,11.0,10.0,2.28,600.0,14.0,11.0
44558,40.7382,-73.9965,"(40.7829, -73.9654)",200.0,5.51,1800.0,23.0,22.0,5.51,1800.0,32.0,25.0
44559,40.7758,-73.9554,"(40.7829, -73.9654)",200.0,1.29,420.0,10.0,8.0,1.29,420.0,11.0,8.0
44560,40.7089,-74.0081,"(40.7829, -73.9654)",200.0,8.14,1920.0,29.0,28.0,8.14,1920.0,41.0,33.0
44561,40.7717,-73.9518,"(40.7829, -73.9654)",200.0,1.34,420.0,10.0,8.0,1.34,420.0,11.0,8.0
44562,40.7601,-73.9901,"(40.7829, -73.9654)",200.0,2.89,720.0,12.0,11.0,2.89,720.0,16.0,12.0
44563,40.7593,-73.9962,"(40.7829, -73.9654)",200.0,3.48,780.0,14.0,13.0,3.48,780.0,19.0,14.0
44564,40.7536,-73.9739,"(40.7829, -73.9654)",200.0,2.73,840.0,13.0,12.0,2.73,840.0,18.0,14.0
44565,40.7097,-74.0093,"(40.7829, -73.9654)",200.0,8.39,2040.0,30.0,29.0,8.39,2040.0,43.0,35.0
44566,40.7568,-73.9941,"(40.7829, -73.9654)",200.0,3.14,780.0,13.0,12.0,3.14,780.0,18.0,14.0
44567,40.7084,-74.0066,"(40.7829, -73.9654)",200.0,8.05,1920.0,28.0,27.0,8.05,1920.0,41.0,33.0
44568,40.7373,-73.9961,"(40.7829, -73.9654)",200.0,4.25,1620.0,20.0,19.0,4.25,1620.0,34.0,27.0
44569,40.7301,-73.9865,"(40.7829, -73.9654)",200.0,4.69,1920.0,23.0,22.0,4.69,1920.0,33.0,26.0
44570,40.7602,-73.9689,"(40.7829, -73.9654)",200.0,2.23,600.0,10.0,9.0,2.23,600.0,14.0,10.0
44571,40.708,-73.9198,"(40.7829, -73.9654)",200.0,8.74,2520.0,25.0,19.0,8.74,2520.0,45.0,36.0
44572,40.7756,-73.9529,"(40.7829, -73.9654)",200.0,1.06,360.0,10.0,8.0,1.06,360.0,11.0,8.0
44573,40.7875,-73.9802,"(40.7829, -73.9654)",200.0,1.13,360.0,10.0,8.0,1.13,360.0,8.0,5.0
44574,40.844,-73.9414,"(40.7829, -73.9654)",200.0,6.5,1020.0,10.0,6.0,6.5,1020.0,20.0,15.0
44575,40.7727,-73.9559,"(40.7829, -73.9654)",200.0,1.41,420.0,10.0,8.0,1.41,420.0,11.0,8.0
44576,40.7192,-73.9887,"(40.7829, -73.9654)",200.0,5.64,2040.0,25.0,24.0,5.64,2040.0,42.0,33.0
44577,40.756,-73.9657,"(40.7829, -73.9654)",200.0,2.54,780.0,12.0,11.0,2.54,780.0,16.0,12.0
44578,40.7779,-73.9515,"(40.7829, -73.9654)",200.0,0.89,300.0,10.0,8.0,0.89,300.0,11.0,8.0
44579,40.7287,-73.9856,"(40.7829, -73.9654)",200.0,4.71,1920.0,23.0,22.0,4.71,1920.0,38.0,30.0
44580,40.7372,-73.9981,"(40.7829, -73.9654)",200.0,5.62,1680.0,23.0,22.0,5.62,1680.0,38.0,31.0
44581,40.7766,-73.9452,"(40.7829, -73.9654)",200.0,1.48,420.0,10.0,8.0,1.48,420.0,9.0,7.0
44582,40.7012,-73.9302,"(40.7829, -73.9654)",200.0,9.39,2700.0,31.0,24.0,9.39,2700.0,40.0,32.0
44583,40.7813,-73.9525,"(40.7829, -73.9654)",200.0,1.26,360.0,10.0,8.0,1.26,360.0,9.0,6.0
44584,40.7182,-73.9898,"(40.7829, -73.9654)",200.0,6.87,1980.0,27.0,26.0,6.87,1980.0,45.0,36.0
44585,40.7548,-73.9944,"(40.7829, -73.9654)",200.0,3.27,840.0,14.0,13.0,3.27,840.0,20.0,15.0
44586,40.7939,-73.9684,"(40.7829, -73.9654)",200.0,1.55,420.0,10.0,8.0,1.55,420.0,8.0,5.0
44587,40.7604,-73.987,"(40.7829, -73.9654)",200.0,2.26,600.0,10.0,9.0,2.26,600.0,15.0,11.0
44588,40.7301,-73.9942,"(40.7829, -73.9654)",200.0,4.73,1980.0,23.0,22.0,4.73,1980.0,39.0,31.0
44589,40.7695,-73.9561,"(40.7829, -73.9654)",200.0,1.7,540.0,9.0,8.0,1.7,540.0,15.0,11.0
44590,40.698,-73.9243,"(40.7829, -73.9654)",200.0,10.4,3060.0,37.0,28.0,10.4,3060.0,57.0,46.0
44591,40.7404,-73.9795,"(40.7829, -73.9654)",200.0,3.71,1500.0,18.0,17.0,3.71,1500.0,25.0,20.0
44592,40.7439,-73.9743,"(40.7829, -73.9654)",200.0,3.68,960.0,15.0,14.0,3.68,960.0,21.0,16.0
44593,40.6887,-73.9851,"(40.7829, -73.9654)",200.0,9.49,2580.0,34.0,26.0,9.49,2580.0,46.0,37.0
44594,40.7595,-73.9922,"(40.7829, -73.9654)",200.0,2.95,600.0,12.0,11.0,2.95,600.0,16.0,12.0
44595,40.7743,-73.9789,"(40.7829, -73.9654)",200.0,1.25,360.0,10.0,8.0,1.25,360.0,9.0,6.0
44596,40.6625,-73.9483,"(40.7829, -73.9654)",200.0,12.38,3660.0,24.0,18.0,12.38,3660.0,44.0,35.0
44597,40.8497,-73.9214,"(40.7829, -73.9654)",200.0,7.76,1500.0,14.0,10.0,7.76,1500.0,24.0,18.0
44598,40.7198,-73.9891,"(40.7829, -73.9654)",200.0,5.52,1920.0,24.0,23.0,5.52,1920.0,41.0,32.0
44599,40.7441,-73.9964,"(40.7829, -73.9654)",200.0,4.64,1380.0,19.0,18.0,4.64,1380.0,27.0,21.0
44600,40.7269,-73.9503,"(40.7829, -73.9654)",200.0,6.01,1920.0,22.0,17.0,6.01,1920.0,42.0,34.0
44601,40.6729,-73.9822,"(40.7829, -73.9654)",200.0,10.58,2940.0,47.0,37.0,10.58,2940.0,56.0,45.0
44602,40.7777,-73.9462,"(40.7829, -73.9654)",200.0,1.29,360.0,10.0,8.0,1.29,360.0,9.0,7.0
44603,40.78,-73.9484,"(40.7829, -73.9654)",200.0,1.56,480.0,10.0,8.0,1.56,480.0,11.0,8.0
44604,40.7278,-73.9871,"(40.7829, -73.9654)",200.0,4.77,1980.0,23.0,22.0,4.77,1980.0,38.0,31.0
44605,40.8012,-73.966,"(40.7829, -73.9654)",200.0,1.89,540.0,9.0,8.0,1.89,540.0,11.0,8.0
44606,40.7296,-73.9813,"(40.7829, -73.9654)",200.0,5.43,1740.0,23.0,22.0,5.43,1740.0,38.0,30.0
44607,40.786,-73.952,"(40.7829, -73.9654)",200.0,1.1,240.0,10.0,8.0,1.1,240.0,9.0,6.0
44608,40.7073,-74.0046,"(40.7829, -73.9654)",200.0,7.88,1920.0,28.0,27.0,7.88,1920.0,41.0,32.0
44609,40.7297,-74.004,"(40.7829, -73.9654)",200.0,6.43,1800.0,25.0,24.0,6.43,1800.0,42.0,33.0
44610,40.7874,-73.9719,"(40.7829, -73.9654)",200.0,0.9,300.0,10.0,8.0,0.9,300.0,8.0,5.0
44611,40.7391,-73.9936,"(40.7829, -73.9654)",200.0,4.15,1740.0,21.0,20.0,4.15,1740.0,28.0,22.0
44612,40.7743,-73.9789,"(40.7829, -73.9654)",200.0,1.25,360.0,10.0,8.0,1.25,360.0,9.0,6.0
44613,40.7549,-73.969,"(40.7829, -73.9654)",200.0,3.0,840.0,13.0,12.0,3.0,840.0,18.0,14.0
44614,40.748,-73.981,"(40.7829, -73.9654)",200.0,3.01,900.0,14.0,13.0,3.01,900.0,19.0,14.0
44615,40.7768,-73.9458,"(40.7829, -73.9654)",200.0,1.51,480.0,10.0,8.0,1.51,480.0,9.0,7.0
44616,40.7471,-73.9846,"(40.7829, -73.9654)",200.0,3.46,1260.0,16.0,15.0,3.46,1260.0,23.0,18.0
44617,40.7749,-73.9782,"(40.7829, -73.9654)",200.0,1.7,420.0,10.0,8.0,1.7,420.0,9.0,6.0
44618,40.7775,-73.9535,"(40.7829, -73.9654)",200.0,0.87,300.0,10.0,8.0,0.87,300.0,11.0,8.0
44619,40.7735,-73.9509,"(40.7829, -73.9654)",200.0,1.32,420.0,10.0,8.0,1.32,420.0,11.0,8.0
44620,40.7418,-74.0024,"(40.7829, -73.9654)",200.0,5.25,1380.0,20.0,19.0,5.25,1380.0,28.0,22.0
44621,40.7612,-73.9623,"(40.7829, -73.9654)",200.0,2.11,600.0,10.0,9.0,2.11,600.0,13.0,10.0
44622,40.6862,-73.9226,"(40.7829, -73.9654)",200.0,11.45,3420.0,20.0,15.0,11.45,3420.0,40.0,32.0
44623,40.6262,-74.0117,"(40.7829, -73.9654)",200.0,13.76,3120.0,46.0,36.0,13.76,3120.0,62.0,49.0
44624,40.7081,-74.0013,"(40.7829, -73.9654)",200.0,7.83,1920.0,28.0,27.0,7.83,1920.0,47.0,38.0
44625,40.6472,-74.0059,"(40.7829, -73.9654)",200.0,11.98,3060.0,44.0,35.0,11.98,3060.0,64.0,52.0
44626,40.6989,-73.916,"(40.7829, -73.9654)",200.0,10.4,3120.0,37.0,29.0,10.4,3120.0,57.0,46.0
44627,40.7651,-73.9874,"(40.7829, -73.9654)",200.0,2.45,600.0,11.0,10.0,2.45,600.0,15.0,11.0
44628,40.5795,-73.9578,"(40.7829, -73.9654)",200.0,20.95,4080.0,71.0,56.0,20.95,4080.0,91.0,73.0
44629,40.7046,-74.0089,"(40.7829, -73.9654)",200.0,8.67,2040.0,30.0,29.0,8.67,2040.0,45.0,36.0
44630,40.7587,-73.9838,"(40.7829, -73.9654)",200.0,2.47,720.0,11.0,10.0,2.47,720.0,16.0,12.0
44631,40.7207,-73.9801,"(40.7829, -73.9654)",200.0,5.72,1800.0,24.0,23.0,5.72,1800.0,40.0,32.0
44632,40.7984,-73.9632,"(40.7829, -73.9654)",200.0,1.39,360.0,10.0,8.0,1.39,360.0,8.0,5.0
44633,40.7746,-73.99,"(40.7829, -73.9654)",200.0,2.1,540.0,10.0,9.0,2.1,540.0,13.0,10.0
44634,40.7295,-73.9776,"(40.7829, -73.9654)",200.0,5.14,1680.0,22.0,21.0,5.14,1680.0,37.0,29.0
44635,40.7585,-73.9912,"(40.7829, -73.9654)",200.0,2.99,660.0,12.0,11.0,2.99,660.0,16.0,12.0
44636,40.7777,-73.9532,"(40.7829, -73.9654)",200.0,0.88,300.0,10.0,8.0,0.88,300.0,11.0,8.0
44637,40.8462,-73.94,"(40.7829, -73.9654)",200.0,6.11,900.0,16.0,11.0,6.11,900.0,22.0,17.0
44638,40.7679,-73.924,"(40.7829, -73.9654)",200.0,6.73,1560.0,24.0,18.0,6.73,1560.0,44.0,35.0
44639,40.7061,-74.0111,"(40.7829, -73.9654)",200.0,8.66,2040.0,30.0,29.0,8.66,2040.0,44.0,35.0
44640,40.7182,-73.9639,"(40.7829, -73.9654)",200.0,7.39,2160.0,27.0,20.0,7.39,2160.0,47.0,38.0
44641,40.7337,-74.0034,"(40.7829, -73.9654)",200.0,6.05,1800.0,24.0,23.0,6.05,1800.0,41.0,32.0
44642,40.7539,-73.9677,"(40.7829, -73.9654)",200.0,2.71,840.0,13.0,12.0,2.71,840.0,17.0,13.0
44643,40.6977,-73.9307,"(40.7829, -73.9654)",200.0,10.16,2580.0,34.0,26.0,10.16,2580.0,54.0,44.0
44644,40.7538,-73.974,"(40.7829, -73.9654)",200.0,2.74,840.0,13.0,12.0,2.74,840.0,18.0,14.0
44645,40.8255,-73.9467,"(40.7829, -73.9654)",200.0,3.63,900.0,12.0,8.0,3.63,900.0,19.0,15.0
44646,40.7064,-74.0152,"(40.7829, -73.9654)",200.0,8.83,2040.0,30.0,29.0,8.83,2040.0,44.0,35.0
44647,40.753,-74.0037,"(40.7829, -73.9654)",200.0,4.39,960.0,16.0,15.0,4.39,960.0,22.0,17.0
44648,40.7514,-73.9862,"(40.7829, -73.9654)",200.0,3.1,840.0,13.0,12.0,3.1,840.0,18.0,14.0
44649,40.8673,-73.9206,"(40.7829, -73.9654)",200.0,7.87,1620.0,13.0,9.0,7.87,1620.0,24.0,18.0
44650,40.7613,-73.9998,"(40.7829, -73.9654)",200.0,3.08,720.0,13.0,12.0,3.08,720.0,18.0,14.0
44651,40.7231,-74.0044,"(40.7829, -73.9654)",200.0,6.89,1860.0,26.0,25.0,6.89,1860.0,44.0,35.0
44652,40.8033,-73.966,"(40.7829, -73.9654)",200.0,1.94,540.0,10.0,9.0,1.94,540.0,11.0,8.0
44653,40.8687,-73.9175,"(40.7829, -73.9654)",200.0,8.05,1740.0,13.0,9.0,8.05,1740.0,24.0,19.0
44654,40.7141,-73.9372,"(40.7829, -73.9654)",200.0,7.8,2220.0,28.0,21.0,7.8,2220.0,48.0,38.0
44655,40.7624,-73.9917,"(40.7829, -73.9654)",200.0,2.64,600.0,11.0,10.0,2.64,600.0,15.0,11.0
44656,40.7405,-73.9767,"(40.7829, -73.9654)",200.0,4.11,1440.0,18.0,17.0,4.11,1440.0,26.0,20.0
44657,40.7347,-74.0009,"(40.7829, -73.9654)",200.0,5.67,1740.0,23.0,22.0,5.67,1740.0,39.0,31.0
44658,40.7771,-73.9445,"(40.7829, -73.9654)",200.0,1.39,420.0,10.0,8.0,1.39,420.0,9.0,7.0
44659,40.7401,-73.9887,"(40.7829, -73.9654)",200.0,3.77,1560.0,19.0,18.0,3.77,1560.0,26.0,20.0
44660,40.7538,-73.974,"(40.7829, -73.9654)",200.0,2.74,840.0,13.0,12.0,2.74,840.0,18.0,14.0
44661,40.726,-73.9901,"(40.7829, -73.9654)",200.0,4.86,1980.0,23.0,22.0,4.86,1980.0,39.0,31.0
44662,40.7454,-73.9845,"(40.7829, -73.9654)",200.0,3.15,1020.0,14.0,13.0,3.15,1020.0,20.0,15.0
44663,40.7385,-73.9836,"(40.7829, -73.9654)",200.0,3.83,1560.0,19.0,18.0,3.83,1560.0,26.0,20.0
44664,40.7449,-73.9464,"(40.7829, -73.9654)",200.0,4.3,1680.0,17.0,13.0,4.3,1680.0,34.0,27.0
44665,40.7474,-73.9564,"(40.7829, -73.9654)",200.0,5.85,1800.0,30.0,23.0,5.85,1800.0,50.0,40.0
44666,40.7114,-74.0078,"(40.7829, -73.9654)",200.0,7.96,1980.0,28.0,27.0,7.96,1980.0,48.0,38.0
44667,40.7791,-73.9803,"(40.7829, -73.9654)",200.0,1.3,300.0,10.0,8.0,1.3,300.0,9.0,6.0
44668,40.7744,-73.953,"(40.7829, -73.9654)",200.0,1.2,360.0,10.0,8.0,1.2,360.0,11.0,8.0
44669,40.7545,-73.9984,"(40.7829, -73.9654)",200.0,4.36,840.0,16.0,15.0,4.36,840.0,23.0,18.0
44670,40.7631,-73.9581,"(40.7829, -73.9654)",200.0,2.19,600.0,11.0,10.0,2.19,600.0,15.0,11.0
44671,40.8005,-73.9705,"(40.7829, -73.9654)",200.0,1.72,480.0,9.0,8.0,1.72,480.0,10.0,7.0
44672,40.7862,-73.9423,"(40.7829, -73.9654)",200.0,1.79,480.0,9.0,8.0,1.79,480.0,12.0,9.0
44673,40.7001,-73.9925,"(40.7829, -73.9654)",200.0,9.35,2100.0,26.0,20.0,9.35,2100.0,46.0,37.0
44674,40.7342,-73.9903,"(40.7829, -73.9654)",200.0,4.07,1740.0,20.0,19.0,4.07,1740.0,34.0,27.0
44675,40.7208,-73.9878,"(40.7829, -73.9654)",200.0,5.48,1860.0,24.0,23.0,5.48,1860.0,40.0,32.0
44676,40.7942,-73.966,"(40.7829, -73.9654)",200.0,1.09,360.0,10.0,8.0,1.09,360.0,8.0,5.0
44677,40.7678,-73.9915,"(40.7829, -73.9654)",200.0,2.3,540.0,10.0,9.0,2.3,540.0,14.0,10.0
44678,40.7572,-73.9649,"(40.7829, -73.9654)",200.0,2.43,720.0,11.0,10.0,2.43,720.0,15.0,12.0
44679,40.7384,-73.9811,"(40.7829, -73.9654)",200.0,4.24,1440.0,19.0,18.0,4.24,1440.0,28.0,22.0
44680,40.7572,-73.9648,"(40.7829, -73.9654)",200.0,2.44,720.0,11.0,10.0,2.44,720.0,15.0,12.0
44681,40.7286,-73.8487,"(40.7829, -73.9654)",200.0,13.53,2640.0,44.0,34.0,13.53,2640.0,64.0,51.0
44682,40.7954,-73.9743,"(40.7829, -73.9654)",200.0,1.32,360.0,10.0,8.0,1.32,360.0,8.0,5.0
44683,40.7356,-73.9782,"(40.7829, -73.9654)",200.0,4.78,1620.0,21.0,20.0,4.78,1620.0,35.0,28.0
44684,40.719,-73.9977,"(40.7829, -73.9654)",200.0,5.27,2040.0,24.0,23.0,5.27,2040.0,41.0,33.0
44685,40.73,-74.0002,"(40.7829, -73.9654)",200.0,6.11,1800.0,24.0,23.0,6.11,1800.0,36.0,28.0
44686,40.7779,-73.9515,"(40.7829, -73.9654)",200.0,0.89,300.0,10.0,8.0,0.89,300.0,11.0,8.0
44687,40.774,-73.9194,"(40.7829, -73.9654)",200.0,6.53,1380.0,20.0,15.0,6.53,1380.0,40.0,32.0
44688,40.7429,-74.0028,"(40.7829, -73.9654)",200.0,5.16,1440.0,20.0,19.0,5.16,1440.0,28.0,22.0
44689,40.8373,-73.9466,"(40.7829, -73.9654)",200.0,5.45,900.0,9.0,5.0,5.45,900.0,18.0,14.0
44690,40.7802,-73.9444,"(40.7829, -73.9654)",200.0,1.78,420.0,9.0,8.0,1.78,420.0,14.0,11.0
44691,40.7436,-73.9727,"(40.7829, -73.9654)",200.0,3.57,900.0,15.0,14.0,3.57,900.0,20.0,16.0
44692,40.7252,-73.9942,"(40.7829, -73.9654)",200.0,4.87,1920.0,23.0,22.0,4.87,1920.0,38.0,30.0
44693,40.7784,-73.988,"(40.7829, -73.9654)",200.0,1.81,540.0,9.0,8.0,1.81,540.0,12.0,9.0
44694,40.7637,-73.9877,"(40.7829, -73.9654)",200.0,2.58,600.0,11.0,10.0,2.58,600.0,15.0,11.0
44695,40.7341,-73.9896,"(40.7829, -73.9654)",200.0,4.08,1740.0,20.0,19.0,4.08,1740.0,34.0,27.0
44696,40.7437,-73.9585,"(40.7829, -73.9654)",200.0,5.57,1620.0,27.0,21.0,5.57,1620.0,47.0,38.0
44697,40.753,-73.9695,"(40.7829, -73.9654)",200.0,2.75,960.0,13.0,12.0,2.75,960.0,18.0,14.0
44698,40.8041,-73.9573,"(40.7829, -73.9654)",200.0,1.96,480.0,9.0,8.0,1.96,480.0,12.0,9.0
44699,40.7231,-73.9837,"(40.7829, -73.9654)",200.0,5.27,1740.0,22.0,22.0,5.27,1740.0,38.0,30.0
44700,40.8012,-73.966,"(40.7829, -73.9654)",200.0,1.89,540.0,9.0,8.0,1.89,540.0,11.0,8.0
44701,40.7656,-73.9885,"(40.7829, -73.9654)",200.0,2.38,600.0,11.0,10.0,2.38,600.0,14.0,11.0
44702,40.7936,-73.9731,"(40.7829, -73.9654)",200.0,1.1,360.0,10.0,8.0,1.1,360.0,8.0,5.0
44703,40.7328,-74.0089,"(40.7829, -73.9654)",200.0,5.8,1680.0,23.0,22.0,5.8,1680.0,39.0,31.0
44704,40.708,-74.0149,"(40.7829, -73.9654)",200.0,7.55,2040.0,28.0,27.0,7.55,2040.0,42.0,33.0
44705,40.7327,-73.8638,"(40.7829, -73.9654)",200.0,10.49,2580.0,44.0,34.0,10.49,2580.0,49.0,40.0
44706,40.786,-73.9435,"(40.7829, -73.9654)",200.0,1.87,480.0,9.0,8.0,1.87,480.0,12.0,9.0
44707,40.7909,-73.9773,"(40.7829, -73.9654)",200.0,1.16,360.0,10.0,8.0,1.16,360.0,9.0,7.0
44708,40.7487,-73.9901,"(40.7829, -73.9654)",200.0,4.06,1380.0,18.0,17.0,4.06,1380.0,25.0,20.0
44709,40.7516,-73.969,"(40.7829, -73.9654)",200.0,3.38,960.0,15.0,14.0,3.38,960.0,20.0,15.0
44710,40.7894,-73.9764,"(40.7829, -73.9654)",200.0,0.87,240.0,10.0,8.0,0.87,240.0,8.0,5.0
44711,40.6921,-73.9846,"(40.7829, -73.9654)",200.0,8.88,2520.0,26.0,19.0,8.88,2520.0,39.0,31.0
44712,40.71,-74.0143,"(40.7829, -73.9654)",200.0,7.55,1980.0,28.0,27.0,7.55,1980.0,46.0,37.0
44713,40.7299,-73.9819,"(40.7829, -73.9654)",200.0,5.13,1740.0,22.0,21.0,5.13,1740.0,37.0,30.0
